2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,0.18846867429658845,0.1804536677136687,0.2619984247049999,0.201851788216918,0.22140210963180962,0.19208500259122613,0.1847448568953646,0.18162079136776316,0.17075532304269145,0.189843254593618,0.22617021086888683,0.26986902055191475,0.22633694440729352,0.19998805224911956,0.18124265525388972,0.1699986625651999,0.17833846016673352,0.29170977664838843,0.2112967767821319,0.19198992465783965
,0.18331362477143956,0.17636924169680063,0.2504610294387071,0.20029871732403867,0.2113094959847635,0.19184073826415002,0.18115216020083508,0.17833658574191266,0.1688845324878628,0.1853346333531401,0.22185742945031428,0.25813615086264546,0.2115679193972627,0.19032472916945298,0.17751308457046056,0.16840497525745624,0.17421862600864874,0.2810830547010833,0.20889242566091568,0.18464268200258568
,0.17691020796473658,0.1717748425489328,0.2370395608446131,0.1979512939318165,0.2047646096442309,0.19215424371298742,0.1779043888478373,0.17745688209093807,0.1672641942186036,0.18031401189181118,0.21757701395390314,0.24385520039231423,0.20015621238464623,0.18335161160893407,0.17445018055369796,0.16433400205073337,0.17155650662030228,0.2658071419018323,0.20174080513574966,0.17985725112567424
,0.17407606963033428,0.1684486014809036,0.2245909886901814,0.19428540862476257,0.1992594603639825,0.18784710453483022,0.1747474097823879,0.1764331483715849,0.16405744476285886,0.17192590611207706,0.20752957959966115,0.22851740894298073,0.19093130043243728,0.1775197717444608,0.16905586019348226,0.16060131068610403,0.1685517364361821,0.2455178101734207,0.1941307119611252,0.17361909856894472
,0.17028050391727004,0.16511686593248817,0.2139932562588846,0.1919192613236512,0.1925004493217937,0.18590925998150085,0.1730967718542994,0.17590066387434217,0.16527380536255104,0.16864339530114572,0.19519263519236768,0.21777201194775092,0.18568873434086758,0.1742297712986492,0.16368115554366724,0.15738879229637553,0.1642103339128884,0.23044313673041775,0.18788622887967546,0.16962863893718513
,0.16677113128452098,0.16404880295875623,0.20725398267051073,0.18890540547059423,0.1873516410996079,0.1802936876488289,0.1718422699587219,0.17384604827668676,0.16534779414212178,0.16665721546074627,0.1869927332709197,0.20828603272257148,0.18162061432838486,0.17190049485087602,0.1594645802683786,0.155549997770942,0.16074709107930987,0.21791654406847666,0.18390415050599615,0.1676097365253444
,0.16559339208094223,0.16363330288371883,0.203470792874433,0.18641699264477035,0.18488605970684538,0.17828958926404534,0.1720523404806755,0.17300037839742533,0.16587515757026652,0.16448638045561945,0.1824974365832999,0.2032028888591681,0.1802189826579288,0.16939904596317593,0.15729454772413176,0.15532735945789308,0.1591552761802862,0.21331353929829258,0.1824944942267398,0.16601827827560073
,0.16901666673948276,0.16287261074480083,0.19934619847182822,0.18424277874589082,0.18513315129081936,0.1760862492846716,0.1734967486886338,0.17189625456212895,0.16463335165849424,0.16338504747893537,0.18443386384913735,0.20227658151665104,0.18130355311845217,0.16779617493647184,0.15758191788150328,0.15659533681066382,0.1586117426775445,0.21345093843341806,0.1817217243992689,0.16574303419374972
,0.1748371885250106,0.16285079285666496,0.19332600833595193,0.1833679294416653,0.18756901981391996,0.17589831671767236,0.17494878515576903,0.17202188078843697,0.16307793360894493,0.1640580446703223,0.19161829610806477,0.20217065668048687,0.18376559226071065,0.1681601355267264,0.15811724845080471,0.16094262404707774,0.1591583076991663,0.2139569345994383,0.18101850118140073,0.1666697873478668
,0.1803343894792633,0.16314162690585018,0.18962587587930585,0.18585255481013557,0.18799166804790646,0.1736805203869909,0.17621982383697524,0.17363853828928202,0.161962607434997,0.16725299808301017,0.20280656234675223,0.201049618831082,0.1891101600463644,0.170849895234274,0.15928875217333155,0.16715857518612634,0.1604483081449779,0.21601827827560074,0.18238072310641526,0.1674700191698988
